Date,Strategy,Campaign,Strategy Type,Seller,Impressions,Clicks, Spend,Sales,Quotes,
13-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Time Inc. (UK) Ltd,1,0,$0.00 ,0,0,
13-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Key Download LTD,14,0,$0.02 ,0,0,
13-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Crazy4Media Online Ltd.,11,0,$0.02 ,0,0,
13-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Suite66 Select,2,0,$0.00 ,0,0,
13-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Auto Trader Limited,476,0,$1.24 ,0,0,
13-6-2015,Homepage Unreached Users,Retargeting,Retargeting,S&W Ltd.,4,0,$0.01 ,0,0,
13-6-2015,Homepage Unreached Users,Retargeting,Retargeting,WayMedia S.A.,1,0,$0.00 ,0,0,
13-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Youla Media LLP,25,0,$0.05 ,0,0,
13-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Local World Limited,4,0,$0.01 ,0,0,
13-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Adshoard Premium,8,0,$0.02 ,0,0,
13-6-2015,Homepage Unreached Users,Retargeting,Retargeting,33Across Real Display,5,0,$0.01 ,0,0,
13-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Google AdExchange,6834,3,$15.23 ,0,0,
13-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Microsoft Advertising Exchange,233,0,$0.65 ,0,0,
13-6-2015,Homepage Unreached Users,Retargeting,Retargeting,OpenX,2704,1,$7.23 ,0,0,
13-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Rubicon,3101,1,$10.01 ,0,0,
13-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Unanimis Consulting Limited,4,0,$0.01 ,0,0,
13-6-2015,Homepage Unreached Users,Retargeting,Retargeting,OnScroll Limited,52,1,$0.17 ,0,0,
13-6-2015,Homepage Unreached Users,Retargeting,Retargeting,AD2ONE LTD,27,0,$0.10 ,0,0,
13-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Auto Trader Limited,524,0,$1.67 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Google AdExchange,6255,3,$12.12 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,LinkedIn Corporation,2,0,$0.00 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Microsoft Advertising Exchange,140,0,$0.32 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Technorati Media,38,0,$0.04 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,MetaNetwork,11,0,$0.01 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Ybrant Digital,10,0,$0.02 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,OpenX,5113,0,$10.72 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Rubicon,3045,0,$6.62 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Unanimis Consulting Limited,23,0,$0.03 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,TLV Media Online Ltd,96,0,$0.22 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,AdExtent,3,0,$0.00 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Hi-Media,1,0,$0.00 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Yellowhammer Media Group Inc.,43,0,$0.11 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Global Digital Markets (Ve Interactive),21,0,$0.05 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Admetrics Media Ltd,9,0,$0.02 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,OnScroll Limited,58,1,$0.15 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,"Say Media, Inc.",6,0,$0.01 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Heights Media,37,0,$0.10 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Switch Concepts Limited,333,0,$0.81 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,AOL Marketplace,317,0,$0.65 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Improve Digital,43,0,$0.07 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Sovrn,29,0,$0.06 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Adtegrity,1,0,$0.00 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Lifestreet,86,0,$0.17 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,AdConductor,2,0,$0.00 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Criteo,4,0,$0.00 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,The Publisher Trading Desk Ltd.,3,0,$0.01 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Admeta AB,4,0,$0.01 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,UnderDog Media,13,0,$0.03 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Defy Media,31,0,$0.06 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Digital Throttle,4,0,$0.01 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Adversal.com,8,0,$0.01 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Gourmet Ads Pty Limited,3,0,$0.01 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,"Chitika, Inc.",2,0,$0.00 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,District M,53,0,$0.11 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Pub Ventures Media Corp,2,0,$0.00 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Adperium BV - Performance,1,0,$0.00 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Protein UK Limited,3,0,$0.01 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Affinity.com,5,0,$0.01 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,"Conversant, Inc",16,0,$0.04 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,"Gorilla Nation Media, LLC",1,0,$0.00 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Cyber C.S.G Group Soft Ltd,3,0,$0.00 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,"Generation Premium, Inc.",4,0,$0.01 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,"HotChalk, Inc.",1,0,$0.00 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Schibsted Classifieds,3,0,$0.01 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Woodtale Technology Inc,16,0,$0.02 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,AdMetrics Media Ltd Premium Exchange,9,0,$0.02 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,PremiumCPM LLC,12,0,$0.01 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Uber AdMedia,1,0,$0.00 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,N&S Plus,2,0,$0.01 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,24/7 Media France,8,0,$0.01 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,"Geniee, Inc.",1,0,$0.00 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,MCN,5,0,$0.01 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Vibrant Media Inc.,6,0,$0.01 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Profound,1,0,$0.00 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,MediaShakers - Mobile,3,0,$0.00 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Brightcom Media,5,0,$0.01 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,AD2ONE LTD,26,0,$0.07 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Metric Science,8,0,$0.02 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,FireBringer Media - Premium,1,0,$0.00 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,The Blogger Network,7,0,$0.01 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Yamaka Media Group Ltd,1,0,$0.00 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Ambient Digital Pte Limited,1,0,$0.00 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Key Download LTD,18,0,$0.02 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Crazy4Media Online Ltd.,6,0,$0.01 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Auto Trader Limited,338,0,$0.91 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,MeetMe Inc.,1,0,$0.00 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,S&W Ltd.,15,0,$0.02 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,J Carter Marketing Inc,1,0,$0.00 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Youla Media LLP,38,0,$0.07 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Local World Limited,4,0,$0.01 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Adshoard Premium,3,0,$0.01 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,33Across Real Display,4,0,$0.01 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Medialysiz Solutions Private Limited,2,0,$0.00 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Google AdExchange,6360,5,$14.28 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Microsoft Advertising Exchange,203,1,$0.59 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,OpenX,3441,0,$8.99 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Rubicon,2942,0,$9.88 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Unanimis Consulting Limited,18,0,$0.05 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,OnScroll Limited,32,1,$0.10 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,AD2ONE LTD,32,0,$0.13 ,0,0,
14-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Auto Trader Limited,299,1,$0.96 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Google AdExchange,2512,1,$5.07 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,LinkedIn Corporation,1,0,$0.00 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Microsoft Advertising Exchange,8,0,$0.02 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Technorati Media,14,0,$0.02 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,MetaNetwork,6,0,$0.00 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Ybrant Digital,1,0,$0.00 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,OpenX,1502,0,$3.36 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Rubicon,1223,1,$2.80 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Collective Exchange (UK),1,0,$0.00 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Unanimis Consulting Limited,8,0,$0.02 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,TLV Media Online Ltd,19,0,$0.05 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,AdExtent,2,0,$0.00 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Yellowhammer Media Group Inc.,47,0,$0.13 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Global Digital Markets (Ve Interactive),32,0,$0.08 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,WebAds NL,1,0,$0.00 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Admetrics Media Ltd,4,0,$0.01 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,OnScroll Limited,25,0,$0.07 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,"Say Media, Inc.",1,0,$0.00 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Switch Concepts Limited,290,0,$0.74 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,AOL Marketplace,190,0,$0.40 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Improve Digital,12,0,$0.02 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Sovrn,26,0,$0.06 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Adtegrity,2,0,$0.00 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Lifestreet,24,0,$0.05 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,The Publisher Trading Desk Ltd.,2,0,$0.01 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Admeta AB,3,0,$0.01 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,UnderDog Media,8,0,$0.02 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Defy Media,23,0,$0.03 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Adversal.com,9,0,$0.01 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Gourmet Ads Pty Limited,3,0,$0.01 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,"Chitika, Inc.",3,0,$0.00 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,District M,25,0,$0.05 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Adperium BV - Performance,3,0,$0.01 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Protein UK Limited,5,0,$0.01 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Affinity.com,1,0,$0.00 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,"Conversant, Inc",5,0,$0.01 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,"Gorilla Nation Media, LLC",2,0,$0.01 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Cyber C.S.G Group Soft Ltd,4,0,$0.00 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,"Generation Premium, Inc.",1,0,$0.00 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Schibsted Classifieds,3,0,$0.01 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Woodtale Technology Inc,4,0,$0.01 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,TailWind 3,1,0,$0.00 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,AdMetrics Media Ltd Premium Exchange,15,0,$0.04 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,PremiumCPM LLC,2,0,$0.00 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,N&S Plus,1,0,$0.00 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,24/7 Media France,7,0,$0.00 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,MCN,14,0,$0.04 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Vibrant Media Inc.,2,0,$0.01 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Brightcom Media,1,0,$0.00 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,AD2ONE LTD,39,0,$0.11 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Metric Science,7,0,$0.02 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Alveo,5,0,$0.01 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,The Blogger Network,8,0,$0.02 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Time Inc. (UK) Ltd,3,0,$0.01 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Key Download LTD,8,0,$0.01 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Auto Trader Limited,181,0,$0.51 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,S&W Ltd.,7,0,$0.01 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,WayMedia S.A.,5,0,$0.01 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,J Carter Marketing Inc,1,0,$0.00 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Youla Media LLP,2,0,$0.01 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Traffiq Exchange Performance,2,0,$0.00 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Local World Limited,7,0,$0.01 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Adshoard Premium,2,0,$0.00 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,33Across Real Display,3,0,$0.01 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Medialysiz Solutions Private Limited,1,0,$0.00 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Hoopla,1,0,$0.00 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Google AdExchange,6400,4,$15.23 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,LinkedIn Corporation,5,0,$0.02 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Microsoft Advertising Exchange,40,0,$0.12 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,OpenX,2685,2,$7.87 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Rubicon,2976,1,$10.46 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Unanimis Consulting Limited,10,0,$0.03 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,OnScroll Limited,56,0,$0.18 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,AD2ONE LTD,41,0,$0.17 ,0,0,
15-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Auto Trader Limited,273,0,$0.96 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Google AdExchange,2281,0,$4.93 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,LinkedIn Corporation,1,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Microsoft Advertising Exchange,106,0,$0.26 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Technorati Media,17,0,$0.03 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,MetaNetwork,2,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Ybrant Digital,2,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,OpenX,1330,0,$3.19 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Rubicon,1252,0,$3.24 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Unanimis Consulting Limited,3,0,$0.01 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,TLV Media Online Ltd,33,0,$0.08 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,NetSeer Inc,1,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,AdExtent,1,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Yellowhammer Media Group Inc.,18,0,$0.05 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Global Digital Markets (Ve Interactive),8,0,$0.03 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,WebAds IT,1,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Admetrics Media Ltd,1,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,OnScroll Limited,18,0,$0.05 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,"Say Media, Inc.",1,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Switch Concepts Limited,207,0,$0.57 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,AOL Marketplace,133,1,$0.32 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Improve Digital,11,0,$0.02 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Sovrn,17,0,$0.04 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Lifestreet,31,0,$0.08 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,AdConductor,3,0,$0.01 ,0,4,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Criteo,2,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,The Publisher Trading Desk Ltd.,2,0,$0.01 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,UnderDog Media,4,0,$0.01 ,0,1,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Defy Media,36,0,$0.08 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Digital Throttle,1,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Adversal.com,6,0,$0.01 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Gourmet Ads Pty Limited,2,0,$0.01 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,"Chitika, Inc.",1,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,District M,31,0,$0.06 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Adperium BV - Performance,1,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Protein UK Limited,12,0,$0.03 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Affinity.com,2,0,$0.01 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,"Conversant, Inc",13,0,$0.04 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Cyber C.S.G Group Soft Ltd,11,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,"Generation Premium, Inc.",2,0,$0.01 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Schibsted Classifieds,1,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Woodtale Technology Inc,5,0,$0.01 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,"Green Light Media, Inc",4,0,$0.01 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,AdMetrics Media Ltd Premium Exchange,3,0,$0.01 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,PremiumCPM LLC,3,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Batanga Media Exchange,1,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Uber AdMedia,1,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,N&S Plus,1,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,24/7 Media France,3,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,MCN,14,0,$0.04 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Vibrant Media Inc.,1,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,MediaShakers - Mobile,5,0,$0.01 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Brightcom Media,1,0,$0.00 ,0,1,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,AD2ONE LTD,18,0,$0.06 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Metric Science,4,0,$0.01 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Matchflow Media,1,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Alveo,1,0,$0.00 ,0,1,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,The Blogger Network,6,0,$0.02 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Time Inc. (UK) Ltd,5,0,$0.01 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Key Download LTD,4,0,$0.01 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Crazy4Media Online Ltd.,6,0,$0.02 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Suite66 Select,1,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Auto Trader Limited,138,0,$0.41 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,S&W Ltd.,4,0,$0.01 ,0,1,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Youla Media LLP,6,0,$0.01 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Local World Limited,3,0,$0.01 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Hypercentage Ltd.,1,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,33Across Real Display,2,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Medialysiz Solutions Private Limited,1,0,$0.00 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Google AdExchange,5711,1,$14.91 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,LinkedIn Corporation,3,0,$0.01 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Microsoft Advertising Exchange,334,0,$1.02 ,0,4,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,OpenX,2329,1,$7.89 ,0,0,
16-6-2015,Homepage Unreached Users,Retargeting,Retargeting,Rubicon,2510,4,$9.36 ,0,0,
